광역,지역명,광역_지역명,구분,사업명,연도,온실가스 감축량(톤),예산(백만원),,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경 채소 재배 스마트팜 운영,2025,0,300,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경 채소 재배 스마트팜 운영,2026,0,300,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경 채소 재배 스마트팜 운영,2027,0,300,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경 채소 재배 스마트팜 운영,2028,0,300,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경 채소 재배 스마트팜 운영,2029,0,300,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경 채소 재배 스마트팜 운영,2030,0,300,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경 채소 재배 스마트팜 운영,2034,0,1200,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경농업 실천기반 조성(유기질비료 지원량),2025,0,736,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경농업 실천기반 조성(유기질비료 지원량),2026,0,736,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경농업 실천기반 조성(유기질비료 지원량),2027,0,736,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경농업 실천기반 조성(유기질비료 지원량),2028,0,736,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경농업 실천기반 조성(유기질비료 지원량),2029,0,736,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경농업 실천기반 조성(유기질비료 지원량),2030,0,751,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경농업 실천기반 조성(유기질비료 지원량),2034,0,3004,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경농업 실천기반 조성(토양개량제 지원량),2025,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경농업 실천기반 조성(토양개량제 지원량),2026,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경농업 실천기반 조성(토양개량제 지원량),2027,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경농업 실천기반 조성(토양개량제 지원량),2028,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경농업 실천기반 조성(토양개량제 지원량),2029,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경농업 실천기반 조성(토양개량제 지원량),2030,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경농업 실천기반 조성(토양개량제 지원량),2034,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경농업 직불,2025,0,200,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경농업 직불,2026,0,200,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경농업 직불,2027,0,200,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경농업 직불,2028,0,200,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경농업 직불,2029,0,200,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경농업 직불,2030,0,200,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,농축산,친환경농업 직불,2034,0,800,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,5대 친환경 교통수칙 범시민운동 추진,2025,0,1,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,5대 친환경 교통수칙 범시민운동 추진,2026,0,1,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,5대 친환경 교통수칙 범시민운동 추진,2027,0,1,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,5대 친환경 교통수칙 범시민운동 추진,2028,0,1,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,5대 친환경 교통수칙 범시민운동 추진,2029,0,1,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,5대 친환경 교통수칙 범시민운동 추진,2030,0,1,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,5대 친환경 교통수칙 범시민운동 추진,2034,0,4,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,교통유발부담금 부과 관리,2025,0,36,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,교통유발부담금 부과 관리,2026,0,38,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,교통유발부담금 부과 관리,2027,0,40,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,교통유발부담금 부과 관리,2028,0,42,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,교통유발부담금 부과 관리,2029,0,44,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,교통유발부담금 부과 관리,2030,0,46,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,교통유발부담금 부과 관리,2034,0,204,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,대중교통 서비스 개선을 통한 이용 만족도 제고(교통 불편 신고 처리),2025,0,640,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,대중교통 서비스 개선을 통한 이용 만족도 제고(교통 불편 신고 처리),2026,0,640,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,대중교통 서비스 개선을 통한 이용 만족도 제고(교통 불편 신고 처리),2027,0,640,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,대중교통 서비스 개선을 통한 이용 만족도 제고(교통 불편 신고 처리),2028,0,640,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,대중교통 서비스 개선을 통한 이용 만족도 제고(교통 불편 신고 처리),2029,0,640,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,대중교통 서비스 개선을 통한 이용 만족도 제고(교통 불편 신고 처리),2030,0,640,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,대중교통 서비스 개선을 통한 이용 만족도 제고(교통 불편 신고 처리),2034,0,2560,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,대중교통 서비스 개선을 통한 이용 만족도 제고(마을버스 운영 지원(일부추진중)),2025,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,대중교통 서비스 개선을 통한 이용 만족도 제고(마을버스 운영 지원(일부추진중)),2026,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,대중교통 서비스 개선을 통한 이용 만족도 제고(마을버스 운영 지원(일부추진중)),2027,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,대중교통 서비스 개선을 통한 이용 만족도 제고(마을버스 운영 지원(일부추진중)),2028,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,대중교통 서비스 개선을 통한 이용 만족도 제고(마을버스 운영 지원(일부추진중)),2029,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,대중교통 서비스 개선을 통한 이용 만족도 제고(마을버스 운영 지원(일부추진중)),2030,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,대중교통 서비스 개선을 통한 이용 만족도 제고(마을버스 운영 지원(일부추진중)),2034,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,미세먼지 저감 대응 체계 구축,2025,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,미세먼지 저감 대응 체계 구축,2026,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,미세먼지 저감 대응 체계 구축,2027,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,미세먼지 저감 대응 체계 구축,2028,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,미세먼지 저감 대응 체계 구축,2029,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,미세먼지 저감 대응 체계 구축,2030,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,미세먼지 저감 대응 체계 구축,2034,0,0,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,상생하는 걷기 광산,2025,0,16,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,상생하는 걷기 광산,2026,0,16,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,상생하는 걷기 광산,2027,0,16,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,상생하는 걷기 광산,2028,0,16,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,상생하는 걷기 광산,2029,0,16,,,,,,,,,,,,,,,,,,
광주,광산구,광주 광산구,수송,상생하는 걷기 광산,2030,0,16,,,,,,,,,,,,,,,,,,
