광역,지역명,광역_지역명,구분,사업명,연도,온실가스 감축량(톤),예산(백만원)
강원,원주시,강원 원주시,전환,"신재생에너지 융복합지원(태양광, 지열)",2026,247,1070
강원,원주시,강원 원주시,전환,"신재생에너지 융복합지원(태양광, 지열)",2027,247,1070
강원,원주시,강원 원주시,전환,"신재생에너지 융복합지원(태양광, 지열)",2028,247,1070
강원,원주시,강원 원주시,전환,"신재생에너지 융복합지원(태양광, 지열)",2029,247,1070
강원,원주시,강원 원주시,전환,"신재생에너지 융복합지원(태양광, 지열)",2030,247,5350
강원,원주시,강원 원주시,전환,"신재생에너지 융복합지원(태양광, 지열)",2034,988,0
강원,원주시,강원 원주시,전환,신재생에너지 주택지원(태양광),2025,466,292
강원,원주시,강원 원주시,전환,신재생에너지 주택지원(태양광),2026,466,292
강원,원주시,강원 원주시,전환,신재생에너지 주택지원(태양광),2027,466,292
강원,원주시,강원 원주시,전환,신재생에너지 주택지원(태양광),2028,466,292
강원,원주시,강원 원주시,전환,신재생에너지 주택지원(태양광),2029,466,292
강원,원주시,강원 원주시,전환,신재생에너지 주택지원(태양광),2030,466,1460
강원,원주시,강원 원주시,전환,신재생에너지 주택지원(태양광),2034,1864,0
강원,원주시,강원 원주시,흡수원,가로수 식재 및 관리(기업도시 포함),2025,0,1422
강원,원주시,강원 원주시,흡수원,가로수 식재 및 관리(기업도시 포함),2026,0,1500
강원,원주시,강원 원주시,흡수원,가로수 식재 및 관리(기업도시 포함),2027,0,1530
강원,원주시,강원 원주시,흡수원,가로수 식재 및 관리(기업도시 포함),2028,0,1610
강원,원주시,강원 원주시,흡수원,가로수 식재 및 관리(기업도시 포함),2029,0,1640
강원,원주시,강원 원주시,흡수원,가로수 식재 및 관리(기업도시 포함),2030,0,4325
강원,원주시,강원 원주시,흡수원,가로수 식재 및 관리(기업도시 포함),2034,0,17300
강원,원주시,강원 원주시,흡수원,가로화단 및 녹지관리(기업도시 포함),2025,33,4021
강원,원주시,강원 원주시,흡수원,가로화단 및 녹지관리(기업도시 포함),2026,0,4171
강원,원주시,강원 원주시,흡수원,가로화단 및 녹지관리(기업도시 포함),2027,0,4210
강원,원주시,강원 원주시,흡수원,가로화단 및 녹지관리(기업도시 포함),2028,0,4290
강원,원주시,강원 원주시,흡수원,가로화단 및 녹지관리(기업도시 포함),2029,6,4320
강원,원주시,강원 원주시,흡수원,가로화단 및 녹지관리(기업도시 포함),2030,0,11100
강원,원주시,강원 원주시,흡수원,가로화단 및 녹지관리(기업도시 포함),2034,0,44400
강원,원주시,강원 원주시,흡수원,경제림 조성,2025,621,618
강원,원주시,강원 원주시,흡수원,경제림 조성,2026,690,626
강원,원주시,강원 원주시,흡수원,경제림 조성,2027,759,634
강원,원주시,강원 원주시,흡수원,경제림 조성,2028,828,642
강원,원주시,강원 원주시,흡수원,경제림 조성,2029,897,650
강원,원주시,강원 원주시,흡수원,경제림 조성,2030,966,1661
강원,원주시,강원 원주시,흡수원,경제림 조성,2034,4140,6644
강원,원주시,강원 원주시,흡수원,공원녹지 관리(기업도시),2025,0,900
강원,원주시,강원 원주시,흡수원,공원녹지 관리(기업도시),2026,0,900
강원,원주시,강원 원주시,흡수원,공원녹지 관리(기업도시),2027,0,950
강원,원주시,강원 원주시,흡수원,공원녹지 관리(기업도시),2028,0,950
강원,원주시,강원 원주시,흡수원,공원녹지 관리(기업도시),2029,0,1000
강원,원주시,강원 원주시,흡수원,공원녹지 관리(기업도시),2030,0,2650
강원,원주시,강원 원주시,흡수원,공원녹지 관리(기업도시),2034,0,10600
강원,원주시,강원 원주시,흡수원,녹지공간 유지관리(기업도시),2025,0,600
강원,원주시,강원 원주시,흡수원,녹지공간 유지관리(기업도시),2026,0,650
강원,원주시,강원 원주시,흡수원,녹지공간 유지관리(기업도시),2027,0,650
강원,원주시,강원 원주시,흡수원,녹지공간 유지관리(기업도시),2028,0,700
강원,원주시,강원 원주시,흡수원,녹지공간 유지관리(기업도시),2029,0,700
강원,원주시,강원 원주시,흡수원,녹지공간 유지관리(기업도시),2030,0,1975
강원,원주시,강원 원주시,흡수원,녹지공간 유지관리(기업도시),2034,0,7900
강원,원주시,강원 원주시,흡수원,문화체육공원 조성,2025,463,12659
강원,원주시,강원 원주시,흡수원,문화체육공원 조성,2026,0,0
강원,원주시,강원 원주시,흡수원,문화체육공원 조성,2027,0,0
강원,원주시,강원 원주시,흡수원,문화체육공원 조성,2028,0,0
강원,원주시,강원 원주시,흡수원,문화체육공원 조성,2029,0,0
강원,원주시,강원 원주시,흡수원,문화체육공원 조성,2030,0,0
강원,원주시,강원 원주시,흡수원,문화체육공원 조성,2034,0,0
강원,원주시,강원 원주시,흡수원,미세먼지 저감 등 공익 숲 가꾸기,2025,36,80
강원,원주시,강원 원주시,흡수원,미세먼지 저감 등 공익 숲 가꾸기,2026,36,80
강원,원주시,강원 원주시,흡수원,미세먼지 저감 등 공익 숲 가꾸기,2027,36,90
강원,원주시,강원 원주시,흡수원,미세먼지 저감 등 공익 숲 가꾸기,2028,36,100
강원,원주시,강원 원주시,흡수원,미세먼지 저감 등 공익 숲 가꾸기,2029,36,100
강원,원주시,강원 원주시,흡수원,미세먼지 저감 등 공익 숲 가꾸기,2030,36,250
강원,원주시,강원 원주시,흡수원,미세먼지 저감 등 공익 숲 가꾸기,2034,142.4,1000
강원,원주시,강원 원주시,흡수원,미세먼지 차단숲 조성,2025,239,0
강원,원주시,강원 원주시,흡수원,미세먼지 차단숲 조성,2026,0,0
강원,원주시,강원 원주시,흡수원,미세먼지 차단숲 조성,2027,0,0
강원,원주시,강원 원주시,흡수원,미세먼지 차단숲 조성,2028,0,0
강원,원주시,강원 원주시,흡수원,미세먼지 차단숲 조성,2029,0,0
강원,원주시,강원 원주시,흡수원,미세먼지 차단숲 조성,2030,0,0
강원,원주시,강원 원주시,흡수원,미세먼지 차단숲 조성,2034,0,0
강원,원주시,강원 원주시,흡수원,반곡근린공원 조성,2025,168,1003
강원,원주시,강원 원주시,흡수원,반곡근린공원 조성,2026,0,0
강원,원주시,강원 원주시,흡수원,반곡근린공원 조성,2027,0,0
강원,원주시,강원 원주시,흡수원,반곡근린공원 조성,2028,0,0
강원,원주시,강원 원주시,흡수원,반곡근린공원 조성,2029,0,0
강원,원주시,강원 원주시,흡수원,반곡근린공원 조성,2030,0,0
강원,원주시,강원 원주시,흡수원,반곡근린공원 조성,2034,0,0
강원,원주시,강원 원주시,흡수원,"완충녹지 조성(13호, 26호)",2025,0,203440
강원,원주시,강원 원주시,흡수원,"완충녹지 조성(13호, 26호)",2026,28,3000
강원,원주시,강원 원주시,흡수원,"완충녹지 조성(13호, 26호)",2027,0,5000
강원,원주시,강원 원주시,흡수원,"완충녹지 조성(13호, 26호)",2028,78,47821
강원,원주시,강원 원주시,흡수원,"완충녹지 조성(13호, 26호)",2029,0,0
강원,원주시,강원 원주시,흡수원,"완충녹지 조성(13호, 26호)",2030,0,0
강원,원주시,강원 원주시,흡수원,"완충녹지 조성(13호, 26호)",2034,0,0
강원,원주시,강원 원주시,흡수원,정책 숲 가꾸기,2025,1470,3278
강원,원주시,강원 원주시,흡수원,정책 숲 가꾸기,2026,1473,3284
강원,원주시,강원 원주시,흡수원,정책 숲 가꾸기,2027,1485,3290
강원,원주시,강원 원주시,흡수원,정책 숲 가꾸기,2028,1497,3296
강원,원주시,강원 원주시,흡수원,정책 숲 가꾸기,2029,1509,3302
강원,원주시,강원 원주시,흡수원,정책 숲 가꾸기,2030,1521,8291
강원,원주시,강원 원주시,흡수원,정책 숲 가꾸기,2034,6177.6,33164
강원,원주시,강원 원주시,흡수원,조림사업,2025,1035,668
강원,원주시,강원 원주시,흡수원,조림사업,2026,1035,668
강원,원주시,강원 원주시,흡수원,조림사업,2027,1035,668
강원,원주시,강원 원주시,흡수원,조림사업,2028,1035,668
강원,원주시,강원 원주시,흡수원,조림사업,2029,1035,668
강원,원주시,강원 원주시,흡수원,조림사업,2030,1035,1670
강원,원주시,강원 원주시,흡수원,조림사업,2034,4140,6680
강원,원주시,강원 원주시,흡수원,치악산 바람길숲 조성,2025,1608,0
강원,원주시,강원 원주시,흡수원,치악산 바람길숲 조성,2026,0,0
강원,원주시,강원 원주시,흡수원,치악산 바람길숲 조성,2027,0,0
강원,원주시,강원 원주시,흡수원,치악산 바람길숲 조성,2028,0,0
강원,원주시,강원 원주시,흡수원,치악산 바람길숲 조성,2029,0,0
강원,원주시,강원 원주시,흡수원,치악산 바람길숲 조성,2030,0,0
강원,원주시,강원 원주시,흡수원,치악산 바람길숲 조성,2034,0,0
강원,원주시,강원 원주시,흡수원,큰나무 조림,2025,69,104
강원,원주시,강원 원주시,흡수원,큰나무 조림,2026,69,104
강원,원주시,강원 원주시,흡수원,큰나무 조림,2027,69,104
강원,원주시,강원 원주시,흡수원,큰나무 조림,2028,69,104
강원,원주시,강원 원주시,흡수원,큰나무 조림,2029,69,104
강원,원주시,강원 원주시,흡수원,큰나무 조림,2030,69,260
강원,원주시,강원 원주시,흡수원,큰나무 조림,2034,276,1040
강원,원주시,강원 원주시,흡수원,행구수변공원 확장 조성,2025,0,0
강원,원주시,강원 원주시,흡수원,행구수변공원 확장 조성,2026,416,1000
강원,원주시,강원 원주시,흡수원,행구수변공원 확장 조성,2030,0,0
강원,원주시,강원 원주시,흡수원,행구수변공원 확장 조성,2034,0,0
강원,원주시,강원 원주시,흡수원,행구수변공원 확장 조성(관리),2027,0,1000
강원,원주시,강원 원주시,흡수원,행구수변공원 확장 조성(관리),2028,0,1000
강원,원주시,강원 원주시,흡수원,행구수변공원 확장 조성(관리),2029,0,4200
강원,강릉시,강원 강릉시,건물,가로등 에너지효율화 사업,2025,104,40
강원,강릉시,강원 강릉시,건물,가로등 에너지효율화 사업,2026,104,40
강원,강릉시,강원 강릉시,건물,가로등 에너지효율화 사업,2027,104,40
강원,강릉시,강원 강릉시,건물,가로등 에너지효율화 사업,2028,104,40
강원,강릉시,강원 강릉시,건물,가로등 에너지효율화 사업,2029,104,40
강원,강릉시,강원 강릉시,건물,가로등 에너지효율화 사업,2030,104,0
강원,강릉시,강원 강릉시,건물,가로등 에너지효율화 사업,2034,416,0
강원,강릉시,강원 강릉시,건물,단독주택 도시가스 보급확대,2025,270,960
강원,강릉시,강원 강릉시,건물,단독주택 도시가스 보급확대,2026,270,960
강원,강릉시,강원 강릉시,건물,단독주택 도시가스 보급확대,2027,270,960
강원,강릉시,강원 강릉시,건물,단독주택 도시가스 보급확대,2028,180,960
강원,강릉시,강원 강릉시,건물,단독주택 도시가스 보급확대,2029,180,960
강원,강릉시,강원 강릉시,건물,단독주택 도시가스 보급확대,2030,180,0
강원,강릉시,강원 강릉시,건물,단독주택 도시가스 보급확대,2034,720,0
강원,강릉시,강원 강릉시,건물,목재펠릿 보일러 보급,2025,50,32
강원,강릉시,강원 강릉시,건물,목재펠릿 보일러 보급,2026,50,32
강원,강릉시,강원 강릉시,건물,목재펠릿 보일러 보급,2027,50,32
강원,강릉시,강원 강릉시,건물,목재펠릿 보일러 보급,2028,50,32
강원,강릉시,강원 강릉시,건물,목재펠릿 보일러 보급,2029,50,32
강원,강릉시,강원 강릉시,건물,목재펠릿 보일러 보급,2030,50,0
강원,강릉시,강원 강릉시,건물,목재펠릿 보일러 보급,2034,200,0
강원,강릉시,강원 강릉시,건물,읍면동 가로·보안등 조도개선 사업,2025,104,40
강원,강릉시,강원 강릉시,건물,읍면동 가로·보안등 조도개선 사업,2026,104,40
강원,강릉시,강원 강릉시,건물,읍면동 가로·보안등 조도개선 사업,2027,104,40
강원,강릉시,강원 강릉시,건물,읍면동 가로·보안등 조도개선 사업,2028,104,40
강원,강릉시,강원 강릉시,건물,읍면동 가로·보안등 조도개선 사업,2029,104,40
강원,강릉시,강원 강릉시,건물,읍면동 가로·보안등 조도개선 사업,2030,104,0
강원,강릉시,강원 강릉시,건물,읍면동 가로·보안등 조도개선 사업,2034,416,0
강원,강릉시,강원 강릉시,건물,저녹스 보일러 보급,2025,16,0
강원,강릉시,강원 강릉시,건물,저녹스 보일러 보급,2026,16,0
강원,강릉시,강원 강릉시,건물,저녹스 보일러 보급,2027,16,0
강원,강릉시,강원 강릉시,건물,저녹스 보일러 보급,2028,16,0
강원,강릉시,강원 강릉시,건물,저녹스 보일러 보급,2029,16,0
강원,강릉시,강원 강릉시,건물,저녹스 보일러 보급,2030,16,0
강원,강릉시,강원 강릉시,건물,저녹스 보일러 보급,2034,64,0
강원,강릉시,강원 강릉시,건물,취약계층 에너지 복지사업,2025,18,0
강원,강릉시,강원 강릉시,건물,취약계층 에너지 복지사업,2026,18,0
강원,강릉시,강원 강릉시,건물,취약계층 에너지 복지사업,2027,18,0
강원,강릉시,강원 강릉시,건물,취약계층 에너지 복지사업,2028,18,0
강원,강릉시,강원 강릉시,건물,취약계층 에너지 복지사업,2029,18,0
