광역,지역명,광역_지역명,구분,사업명,연도,온실가스 감축량(톤),예산(백만원),,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 이륜차 보급확대,2028,286,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 이륜차 보급확대,2029,319,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 이륜차 보급확대,2030,351,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 이륜차 보급확대,2034,481,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 택시 보급확대,2025,4882,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 택시 보급확대,2026,5943,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 택시 보급확대,2027,7004,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 택시 보급확대,2028,8065,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 택시 보급확대,2029,9126,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 택시 보급확대,2030,10188,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 택시 보급확대,2034,14432,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 화물차 보급확대,2025,1741,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 화물차 보급확대,2026,1957,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 화물차 보급확대,2027,2172,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 화물차 보급확대,2028,2388,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 화물차 보급확대,2029,2603,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 화물차 보급확대,2030,3819,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,전기 화물차 보급확대,2034,3681,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,친환경 자동차 충전 인프라 구축,2025,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,친환경 자동차 충전 인프라 구축,2026,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,친환경 자동차 충전 인프라 구축,2027,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,친환경 자동차 충전 인프라 구축,2028,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,친환경 자동차 충전 인프라 구축,2029,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,친환경 자동차 충전 인프라 구축,2030,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,친환경 자동차 충전 인프라 구축,2034,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,하이브리드 차량 보급확대,2025,2378,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,하이브리드 차량 보급확대,2026,3028,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,하이브리드 차량 보급확대,2027,3677,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,하이브리드 차량 보급확대,2028,4327,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,하이브리드 차량 보급확대,2029,4977,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,하이브리드 차량 보급확대,2030,5410,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,수송,하이브리드 차량 보급확대,2034,7142,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,전환,태양광 보급 확대,2025,5410,1920,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,전환,태양광 보급 확대,2026,6027,1920,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,전환,태양광 보급 확대,2027,6644,1920,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,전환,태양광 보급 확대,2028,7261,1920,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,전환,태양광 보급 확대,2029,7878,1920,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,전환,태양광 보급 확대,2030,8495,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,전환,태양광 보급 확대,2034,10963,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,가정용 음식물쓰레기 감량처리기 보급,2025,19,47,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,가정용 음식물쓰레기 감량처리기 보급,2026,24,47,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,가정용 음식물쓰레기 감량처리기 보급,2027,30,60,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,가정용 음식물쓰레기 감량처리기 보급,2028,60,60,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,가정용 음식물쓰레기 감량처리기 보급,2029,42,60,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,가정용 음식물쓰레기 감량처리기 보급,2030,80,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,가정용 음식물쓰레기 감량처리기 보급,2034,71,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,공동주택 음식물쓰레기 전자태그 종량기 설치,2025,1497,53,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,공동주택 음식물쓰레기 전자태그 종량기 설치,2026,1683,63,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,공동주택 음식물쓰레기 전자태그 종량기 설치,2027,1843,54,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,공동주택 음식물쓰레기 전자태그 종량기 설치,2028,1975,46,,,,,,,,,,,,,,,,,,
